Uniprot Accession,Description,Gene,Molecular weight (Da),Glucose,LB,Glycerol + AA,Acetate,Fumarate,Glucosamine,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose
P0ABJ1,Ubiquinol oxidase subunit 2 OS=Escherichia coli (strain K12) GN=cyoA PE=1 SV=1,cyoA,34870.5555,4.330300961222141e-05,0.0001270412798557224,7.943664677208828e-05,3.498653756749014e-05,4.043526063127959e-05,3.613363715986686e-05,3.670718695605523e-05,7.28408241159221e-05,5.6494654924553755e-05,3.699396185414942e-05,2.853410236037106e-05,3.0684914096077416e-05,1.376519510852071e-05,1.4367422394518491e-05,2.8562779850180477e-05,3.09716889941716e-05,3.72807367522436e-05,4.272945981603304e-05,3.5273312465584324e-05,1.4740229762040929e-05,4.1582360223656306e-05,4.588398369506903e-05
P19926,Glucose-1-phosphatase OS=Escherichia coli (strain K12) GN=agp PE=1 SV=1,agp,45635.85628,8.326785799054586e-06,2.2789097976359916e-05,1.2928430582742645e-05,2.3008223918440302e-05,2.0685488932388235e-05,1.5798980423995675e-05,1.408979807576868e-05,1.5097777409338447e-05,2.044445039609981e-05,2.629511304964606e-05,3.11158837754145e-05,3.52792766749418e-05,1.9611771816194353e-05,2.099226525130077e-05,8.786950277423391e-06,1.4944389249882177e-05,1.1504111959220151e-05,1.0737171161938808e-05,2.0575925961348042e-05,2.651423899172644e-05,1.5820893018203714e-05,1.5097777409338447e-05
P33136,Glucans biosynthesis protein G OS=Escherichia coli (strain K12) GN=mdoG PE=1 SV=1,mdoG,57858.11706,1.648861125243124e-05,2.091322810842956e-05,1.7456496189680876e-05,9.212190563465253e-06,1.375779303661978e-05,1.2478802226682765e-05,1.5434308017212896e-05,1.2997312014495068e-05,1.612565440096263e-05,1.2202263673182868e-05,1.1234378735933238e-05,9.886253287621249e-06,7.846781455559522e-06,7.103584093028553e-06,1.1562768268214363e-05,1.8666352361242916e-05,1.4950365548588075e-05,1.460469235671321e-05,1.4086182568900905e-05,1.0439330394621038e-05,1.3101013972057529e-05,1.7456496189680876e-05
P0AE78,Magnesium and cobalt efflux protein CorC OS=Escherichia coli (strain K12) GN=corC PE=3 SV=1,corC,33259.53085,3.577921785388022e-06,6.013313925021885e-06,5.321782823644369e-06,5.80284793764612e-06,6.103513633897214e-06,4.75051800076729e-06,5.5021822413950255e-06,5.381915962894587e-06,6.885244444150059e-06,6.043380494646995e-06,5.141383405893713e-06,3.788387772763788e-06,3.1269232410113803e-06,4.870784279267727e-06,7.6068421151526855e-06,5.923114216146557e-06,8.95983774828261e-06,6.374112760523198e-06,4.239386317140429e-06,5.592381950270353e-06,5.171449975518822e-06,5.953180785771667e-06
P23836,Transcriptional regulatory protein phoP OS=Escherichia coli (strain K12) GN=phoP PE=1 SV=1,phoP,25501.27781,4.940928879673265e-05,5.215424928544003e-05,7.529034483311643e-05,4.901715158406017e-05,5.136997486009506e-05,5.254638649811251e-05,4.901715158406017e-05,3.760595869529096e-05,4.509577945733537e-05,4.6664328308025296e-05,4.039013290526558e-05,3.121412212872952e-05,2.0822485992908763e-05,2.1057768320512252e-05,5.960485632621717e-05,4.4703642244662877e-05,5.2938523710785e-05,5.6075621412164836e-05,5.058570043475011e-05,3.8743156612041164e-05,5.019356322207762e-05,4.86250143713877e-05
P0ABD3,Bacterioferritin OS=Escherichia coli (strain K12) GN=bfr PE=1 SV=1,bfr,18465.32013,5.68633520896342e-05,5.04729944262277e-05,4.922741623759761e-05,0.00013647204501512206,0.00013430582207837413,0.0001148098156476424,9.368914201434968e-05,4.911910509076021e-05,8.394113879898381e-05,0.0001278071532681302,0.00015326027277491884,0.00020741584619361812,4.646548199324395e-05,4.874001607682932e-05,2.637376425490653e-05,6.282046516569112e-05,7.256846838105698e-05,3.6175923043691094e-05,0.00012401626312882126,0.00016192516452191074,7.960869292548788e-05,4.890248279708541e-05
P09372,Protein grpE OS=Escherichia coli (strain K12) GN=grpE PE=1 SV=1,grpE,21766.1539,9.785835429565715e-05,0.0002793327671913594,0.00018698755961658433,7.02926206912467e-05,8.545377417367246e-05,9.923664097587769e-05,9.785835429565715e-05,7.534633851872196e-05,8.269720081323141e-05,6.386061618355092e-05,5.605032499563462e-05,4.534563177925522e-05,0.00010245264322972559,0.00010153378544291189,0.00013736923912864552,0.00021593157990121533,0.0001516115348242576,8.223777191982456e-05,8.407548749345193e-05,5.834746946266883e-05,7.902176966597666e-05,9.60206387220298e-05
P0ACC7,Bifunctional protein glmU OS=Escherichia coli (strain K12) GN=glmU PE=1 SV=1,glmU,49141.57527,6.796688916968859e-06,1.3349185417759197e-05,1.1375296720316146e-05,4.4158128592282715e-06,5.0669926357043295e-06,4.61930653937704e-06,7.061230701162257e-06,5.840268620269648e-06,8.343240886099499e-06,5.555377468061374e-06,4.680354643421669e-06,3.4797419305439376e-06,4.069873602975365e-06,5.250136947838221e-06,7.5496155335193015e-06,8.302542150069744e-06,7.12227880520689e-06,8.892673822501172e-06,5.311185051882852e-06,4.273367283124133e-06,5.9623648283589105e-06,8.851975086471418e-06
P77239,Cation efflux system protein CusB OS=Escherichia coli (strain K12) GN=cusB PE=1 SV=1,cusB,44259.17524,3.863605660808966e-05,6.394154397713083e-06,4.835155622298939e-06,3.185780106281077e-05,4.631807955940573e-05,1.023516587337112e-05,5.422604436223109e-05,2.2097113077609175e-05,2.180338867064709e-05,1.866279693466787e-05,1.25849611290678e-05,1.0709643761540642e-05,5.851893954090773e-06,4.654402141091503e-06,7.184950877995621e-06,3.795823105356177e-05,2.6435196626587666e-05,2.8242731438662027e-05,3.976576586563614e-05,3.185780106281077e-05,4.496242845034996e-05,6.348966027411224e-05
P60438,50S ribosomal protein L3 OS=Escherichia coli (strain K12) GN=rplC PE=1 SV=1,rplC,22211.83448,0.0002741781641441441,0.0006798177797334279,0.00046371676365922573,0.00013416271414606721,0.0001881879681646178,0.00021069849067234723,0.00023005754002899446,0.00016477702475657923,0.00020214449211941,0.00014406734404946814,0.00011930576929096582,9.31935631819997e-05,0.00012966060964452134,0.00011615429613988372,0.00023140817137945824,0.0003101950001565111,0.00024851616848533257,0.00025076722073610555,0.00019449091446678202,0.0001386648186476131,0.00020619638617080133,0.00029263679260048224
P62620,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase OS=Escherichia coli (strain K12) GN=ispG PE=1 SV=1,ispG,40640.36094,9.79322010913223e-06,1.6092376762242408e-05,1.3902435582059574e-05,5.930065442967004e-06,6.348368814462602e-06,6.840490427986834e-06,7.554066767596972e-06,6.6436417825771415e-06,5.437943829442772e-06,4.995034377270962e-06,4.3306701990132475e-06,3.7401242627841684e-06,2.438462595012573e-06,8.144612703826051e-07,5.11806478065202e-06,8.636734317350282e-06,5.314913426061713e-06,6.9881269120441044e-06,5.167276942004444e-06,3.690912101431745e-06,5.3395195067379255e-06,6.545217459872294e-06
P18133,Nicotinate phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=pncB PE=1 SV=3,pncB,45850.34614,9.836348860331636e-06,6.063203953818613e-06,1.1297624633374252e-05,6.1068241261482445e-06,8.222402484135313e-06,8.680414293596433e-06,9.356526964705702e-06,9.334716878540887e-06,7.960681450157533e-06,6.128634212313059e-06,5.081750076401932e-06,4.318397060633401e-06,9.55281774018904e-07,7.153708262059372e-07,7.589909985355674e-06,8.658604207431618e-06,8.178782311805684e-06,9.029375672233475e-06,6.913797314246404e-06,5.975963609159353e-06,7.808010847003826e-06,8.571363862772357e-06
Q46829,6-phospho-beta-glucosidase BglA OS=Escherichia coli (strain K12) GN=bglA PE=3 SV=2,bglA,55306.84905,6.1294397678220295e-06,8.046019754220658e-06,8.7330955984013e-06,4.592559590049545e-06,5.858225618803355e-06,6.527220519716085e-06,6.1294397678220295e-06,6.635706179323554e-06,4.574478646781633e-06,3.7969980862614345e-06,3.5438648805106717e-06,3.037598469009147e-06,2.965274695937501e-06,2.531332057507623e-06,5.605092413052594e-06,7.16005353409299e-06,6.274087313965322e-06,6.274087313965322e-06,4.628721476585368e-06,4.918016568871953e-06,4.791449965996573e-06,5.134987888086893e-06
P07650,Thymidine phosphorylase OS=Escherichia coli (strain K12) GN=deoA PE=1 SV=3,deoA,47159.0389,2.247713322249237e-06,2.5869908048528957e-05,2.1035203921426824e-06,1.5776402941070118e-06,2.109881844941501e-06,2.502171434201981e-06,1.5394715773141e-06,2.0271829585568594e-06,1.7260741927461122e-06,1.9296406823083074e-06,1.963568430568673e-06,2.247713322249237e-06,3.3503651407111273e-06,3.6260280953266003e-06,4.813499284439404e-06,3.520003882012956e-06,4.537836329823931e-06,3.032292500770198e-06,2.3961472208883377e-06,2.042026348420769e-06,2.247713322249237e-06,2.046267316953315e-06
P12758,Uridine phosphorylase OS=Escherichia coli (strain K12) GN=udp PE=1 SV=3,udp,27123.83212,2.8646394674706463e-05,0.0004571625404972459,5.456456128515517e-05,5.161512554001165e-05,6.193815064801398e-05,5.014040766743988e-05,5.419588181701222e-05,4.38728567090099e-05,6.599362479758631e-05,7.77913677781604e-05,9.106382863130625e-05,0.00010286157161188034,5.862003543472751e-05,5.0877766603725765e-05,5.2721163944440454e-05,7.262985522415924e-05,6.562494532944337e-05,4.2029459368295186e-05,4.1660779900152256e-05,5.419588181701222e-05,4.38728567090099e-05,4.0554741495723436e-05
P0A8F0,Uracil phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=upp PE=1 SV=1,upp,22500.97299,0.00038709437160210563,0.00027332151381778984,0.00021199083266843215,0.0001902139966081529,0.0003577623067045867,0.00028087674265502954,0.0003590955823817467,0.00022310146331143175,0.00026976611201203,0.00016532618396783387,0.00011643940913863566,9.732912443267638e-05,0.00011332843255859579,0.0001453270488104346,0.0002990981769095489,0.00021732393537707192,0.0002497669768546307,0.00029243179852374914,0.0003106532327782685,0.0002391007714373511,0.000430648043722664,0.0003328744940642676
P0A717,Ribose-phosphate pyrophosphokinase OS=Escherichia coli (strain K12) GN=prs PE=1 SV=2,prs,34178.69451,0.00012346872987689195,0.00015565252202489696,0.00018871405395875663,9.157751765750517e-05,0.000138975466093658,0.00012961290837787472,0.00013078322809234765,0.00012990548830649296,0.00011410617216110867,8.045948037001254e-05,5.880856565226371e-05,5.237180722266269e-05,5.383470686575383e-05,6.583048393910115e-05,0.00011498391194696336,0.0001228835700196555,0.00014628996430911367,0.00012522420944860132,0.00010854715351736236,8.54333391565224e-05,0.0001623818603831162,0.00014599738438049546
P23908,Acetylornithine deacetylase OS=Escherichia coli (strain K12) GN=argE PE=1 SV=2,argE,42302.47015,3.569531506424336e-05,5.413395463385251e-06,9.455712599799564e-06,1.3285276202718389e-05,1.5129140159679304e-05,1.5980154293661265e-05,2.2882824491514947e-05,2.2055449639032484e-05,2.1700860416540003e-05,1.2859769135727408e-05,1.4112651055200853e-05,1.5909236449162766e-05,1.612198998265826e-05,1.7516707591128695e-05,4.3496277959077994e-05,3.664088632422331e-05,4.11323498091281e-05,2.5530424019458825e-05,1.95496858000856e-05,2.1913613950035493e-05,1.5365532974674295e-05,3.0494673134353602e-05
P0AC38,Aspartate ammonia-lyase OS=Escherichia coli (strain K12) GN=aspA PE=1 SV=1,aspA,52304.53112,1.8296693986308695e-06,9.253500406868764e-05,4.970888648317933e-05,1.2962548090613684e-05,1.470235911752496e-05,6.251848415384476e-06,7.418095367489837e-06,9.138787591907583e-06,1.3612587375393722e-05,1.3440518152951947e-05,9.827064481674682e-06,9.999133704116455e-06,7.590164589931612e-06,8.221085072218118e-06,1.8220218776334575e-06,2.0265930643142336e-06,1.6384813736955643e-06,4.378205771018486e-06,1.1222737063702408e-05,5.27678948821442e-06,1.3039023300587806e-05,3.651691276264327e-06
P0A9D8,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase OS=Escherichia coli (strain K12) GN=dapD PE=1 SV=1",dapD,29855.42579,0.0001825463833051567,0.00013866826181345847,0.00012091604472139734,7.603308075279004e-05,7.971750316812347e-05,9.445519282945721e-05,0.0001212509922137004,0.00011455204236763961,9.646487778327544e-05,7.234865833745659e-05,6.096044359915324e-05,4.287327901478909e-05,6.06254961068502e-05,6.06254961068502e-05,0.0001547457414440044,0.0002636036764424923,0.0001962792304895813,0.00016110974379776214,0.00011354719989073048,6.7324445952911e-05,8.239708310654778e-05,0.00016814364113612598
P60757,ATP phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=hisG PE=1 SV=1,hisG,33327.35988,6.6911990869647e-05,8.371500202973773e-06,7.771392661541961e-05,1.6682989651804365e-05,2.7154866249789478e-05,2.7724968414149697e-05,4.680838823168132e-05,2.8145043693151967e-05,3.2705861008033736e-05,2.7364903889290612e-05,2.508449523184973e-05,1.81532531283123e-05,7.651371153255599e-06,8.911596990262404e-06,3.0905538383738304e-05,5.370962495814714e-05,3.6606560027340516e-05,4.6208280690249495e-05,4.140742035879501e-05,2.808503293900879e-05,3.3005914778749644e-05,4.980892593884037e-05
P15288,Aminoacyl-histidine dipeptidase OS=Escherichia coli (strain K12) GN=pepD PE=1 SV=3,pepD,52864.14219,3.991363356311372e-05,9.893284527729135e-05,7.434150706305067e-05,4.710187088727638e-05,4.653437846694775e-05,4.407524464552368e-05,4.766936330760501e-05,4.256193152464733e-05,4.483190120596185e-05,4.048112598344235e-05,3.404954521971787e-05,2.7428800315883832e-05,3.46170376400465e-05,3.726533560158011e-05,6.166750967571124e-05,6.01541965548349e-05,7.169320910151707e-05,6.772076215921663e-05,5.012849712902908e-05,3.991363356311372e-05,4.8993512288371815e-05,5.845171929384901e-05
P15034,Xaa-Pro aminopeptidase OS=Escherichia coli (strain K12) GN=pepP PE=1 SV=2,pepP,49766.1139,1.0247937000361204e-05,1.6155571271157665e-05,1.022784300624285e-05,1.1513858629817589e-05,1.3382600082824633e-05,9.805869129757388e-06,1.2297524400433446e-05,1.2478370347498643e-05,1.3503164047534762e-05,1.2297524400433446e-05,1.1815268541592917e-05,9.946527088585874e-06,7.736187735566791e-06,5.0636865178255365e-06,1.0569440906254889e-05,9.604929188573835e-06,8.419383535590872e-06,1.0468970935663113e-05,1.253865232985371e-05,1.394523191813858e-05,1.1976020494539761e-05,1.0107279041532715e-05
P00893,Acetolactate synthase isozyme 3 large subunit OS=Escherichia coli (strain K12) GN=ilvI PE=1 SV=2,ilvI,62925.97681,7.3101765490098555e-06,1.8911108898525499e-06,1.7639773846523783e-06,5.101231896156878e-06,5.705116045857692e-06,6.753967463759107e-06,7.834602257960562e-06,7.675685376460348e-06,7.500876806810113e-06,6.865209280809256e-06,5.959383056258034e-06,4.7039396924063416e-06,3.6868716508049702e-06,4.115947230855549e-06,6.118299937758248e-06,6.722184087459062e-06,7.0400178504594905e-06,7.437310054210028e-06,6.02294980885812e-06,4.624481251656236e-06,5.069448519856834e-06,7.35785161345992e-06
P0AEU0,Histidine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=hisJ PE=1 SV=1,hisJ,28447.63566,0.00017857371560558015,5.5189120767866305e-05,8.366248880733873e-05,7.03046124431418e-05,0.00010123864191812416,0.00013252419445532225,0.00010897214928686976,0.00012795439464651805,0.0001226815487132824,0.00012373611789992953,0.00010334778029141842,9.420818067381e-05,5.8704351390023394e-05,7.592898143859312e-05,0.000158185377997069,0.00017224630048569736,0.0001381485634507736,9.561427292267283e-05,0.00012443916402436097,0.00010510539560249697,0.00010826910316243834,0.00013111810220645944
P0A6A3,Acetate kinase OS=Escherichia coli (strain K12) GN=ackA PE=1 SV=1,ackA,43245.07012,5.087285079883691e-05,0.00014290646269855096,6.567222557668037e-05,2.4280224244899435e-05,3.9773319715454307e-05,3.422355417376302e-05,4.301068294810757e-05,0.00013735669715685966,3.329859325014779e-05,3.3529833481051596e-05,3.37610737119554e-05,3.3067353019243985e-05,3.861711856093529e-05,3.4686034635570616e-05,4.856044848979887e-05,5.5960135878720594e-05,6.289734280583474e-05,8.301524289446568e-05,6.12786611895081e-05,4.948540941341408e-05,5.6885096802335816e-05,7.931539920000482e-05
P05042,Fumarate hydratase class II OS=Escherichia coli (strain K12) GN=fumC PE=1 SV=1,fumC,50438.71,8.267459655490793e-06,1.6534919310981586e-05,1.558326927869488e-05,1.590048595612378e-05,1.8140828740465412e-05,2.9342542662173564e-05,9.417370111170567e-06,1.0170759720064213e-05,2.2601688266809362e-05,2.7359938428242917e-05,2.815298012181517e-05,3.687643875111001e-05,4.639293907397711e-06,4.678945992076325e-06,6.879636691739341e-06,5.3926835162913564e-06,9.17945760309889e-06,7.0977231574717125e-06,2.1015604879664848e-05,3.370427197682098e-05,1.5642747405712797e-05,1.1122409752350923e-05
P0ABA6,ATP synthase gamma chain OS=Escherichia coli (strain K12) GN=atpG PE=1 SV=1,atpG,31539.27915,3.836485907763684e-05,6.341299021097e-05,7.641265320421885e-05,2.723587929561162e-05,3.8047794126581995e-05,3.7413664224472295e-05,3.9950183832911095e-05,4.62914828540081e-05,4.05843137350208e-05,3.0279702825738176e-05,2.34628063780589e-05,1.7850756744388056e-05,1.4109390321940823e-05,1.3158195468776273e-05,1.946778799476779e-05,2.4445707726328934e-05,1.8040995715020964e-05,3.456007966497865e-05,3.55112745181432e-05,2.5777380520759302e-05,3.67795343223626e-05,3.7413664224472295e-05
P32176,Formate dehydrogenase-O major subunit OS=Escherichia coli (strain K12) GN=fdoG PE=1 SV=5,fdoG,112549.0,2.1679446285617821e-07,3.37630720841589e-05,4.220384010519863e-07,2.4344951976472467e-07,2.416725159708216e-07,2.1679446285617821e-07,1.403832997183449e-07,2.7632408995193203e-07,2.3189899510435452e-07,2.48780531146434e-07,1.883624021537286e-07,1.8036588508116468e-07,6.335018525264551e-08,8.8850189695155e-08,1.7770037939031e-07,2.7099307857022275e-07,2.3456450079520922e-07,2.514460368372887e-07,2.4344951976472467e-07,1.7325786990555226e-07,2.221254742378875e-07,3.2519169428426735e-07
P76177,Protein ydgH OS=Escherichia coli (strain K12) GN=ydgH PE=1 SV=1,ydgH,33864.45084,4.5180121397179e-05,4.4294236663900974e-05,4.370364684171563e-05,2.6015481667264505e-05,3.661656897549148e-05,4.6361301041549686e-05,4.045540281969623e-05,3.986481299751088e-05,3.6025979153306126e-05,3.366361986456474e-05,2.9824786020359993e-05,2.2944414591900706e-05,2.0729702758705654e-05,1.101450018375671e-05,4.104599264188157e-05,4.4294236663900974e-05,4.931425015247642e-05,4.3113057019530284e-05,3.9274223175325534e-05,3.159655548691603e-05,3.6025979153306126e-05,5.0495429796847116e-05
P45578,S-ribosylhomocysteine lyase OS=Escherichia coli (strain K12) GN=luxS PE=1 SV=3,luxS,19385.61224,0.00011451792043066267,8.820974952091585e-05,0.00010110591173157606,8.820974952091585e-05,8.924144249776865e-05,0.00010626437661584013,0.00011503376691908909,9.336821440517992e-05,8.408297761350458e-05,6.809173647228592e-05,6.448081105330105e-05,5.1120387003057074e-05,0.00013257254752558698,0.00012483485019919083,0.0002398686171182799,0.0002326467662803102,0.00028990572649564156,0.00013154085454873416,0.00011039114852325139,0.0001031692976852817,8.975728898619506e-05,0.00012741408264132289
P0A8W8,UPF0304 protein yfbU OS=Escherichia coli (strain K12) GN=yfbU PE=1 SV=1,yfbU,19505.45171,2.0455819528416344e-05,2.3019205434232933e-05,2.8248512682098768e-05,1.4252425636340211e-05,1.8661449394344738e-05,2.630033939367816e-05,2.9325134762541734e-05,1.7533559595785444e-05,2.1071032145812324e-05,1.6456937515342475e-05,1.548285087113217e-05,1.3842283891409559e-05,1.9686803756671368e-05,1.7328488723320115e-05,2.476230785018821e-05,4.4244040734394257e-05,3.6964024761875154e-05,3.111950489661334e-05,2.1942583353789964e-05,2.3993292078443234e-05,1.9635536038555036e-05,2.963274107123972e-05
Q46857,"2,5-diketo-D-gluconic acid reductase A OS=Escherichia coli (strain K12) GN=dkgA PE=1 SV=3",dkgA,31072.23036,5.438940109608534e-06,1.219738639965464e-05,7.530840151765662e-06,5.342390876893589e-06,5.889503195611608e-06,7.402107841479069e-06,7.788304772338847e-06,4.376898549744145e-06,7.756121694767199e-06,5.4067570320368845e-06,5.953869350754904e-06,6.8549955227610516e-06,2.2013225059007323e-05,2.185230967114908e-05,1.4418018752098361e-05,1.0716964831358829e-05,1.0781330986502123e-05,6.951544755475995e-06,3.4435893001663493e-06,7.659572462052255e-06,3.3792231450230535e-06,6.500981669472922e-06
P39342,Uncharacterized protein yjgR OS=Escherichia coli (strain K12) GN=yjgR PE=1 SV=1,yjgR,54280.35703,2.892390702464029e-06,1.952824295931128e-06,2.855544961031367e-06,2.560779029570064e-06,3.629305531117285e-06,3.113465151060006e-06,3.7582656261316053e-06,2.8002763488823723e-06,2.966082185329355e-06,3.131888021776338e-06,3.1871566339253317e-06,4.292528876905216e-06,3.2055795046416627e-06,4.016185816160244e-06,2.984505056045686e-06,3.850379979713262e-06,4.568871937650186e-06,2.689739124584384e-06,3.666151272549948e-06,4.605717679082849e-06,3.518768306819297e-06,2.2475902273924305e-06
P28635,D-methionine-binding lipoprotein metQ OS=Escherichia coli (strain K12) GN=metQ PE=1 SV=2,metQ,29395.54573,0.000496673888421802,6.565620579822453e-05,0.00016975360980991727,0.00020411255688567204,0.000281335140907418,0.00035719697454992616,0.0003708044783423043,0.0003061688353285081,0.0002830360788814653,0.0002629650107877075,0.00023200793966004729,0.0002388116915562363,0.0003034473345700325,0.0002602435100292319,0.00042523449351181684,0.00024051262953028358,0.0004320382454080059,0.0003878138580827769,0.0003014062090011758,0.00025446032091747117,0.0002986847082427002,0.00035039322265373714
P0AAB6,UTP--glucose-1-phosphate uridylyltransferase OS=Escherichia coli (strain K12) GN=galF PE=1 SV=1,galF,32790.12707,8.081700916689982e-05,8.112197901281264e-05,7.807228055368435e-05,4.452559750327311e-05,6.282378825804287e-05,6.282378825804287e-05,6.282378825804287e-05,5.1234934113355356e-05,5.428463257248364e-05,3.8731170430929344e-05,3.293674335858559e-05,2.6196909763912057e-05,3.5071532279975396e-05,3.812123073910368e-05,7.380270271090472e-05,6.92281550222123e-05,6.556851687125834e-05,7.807228055368435e-05,5.8249240569350435e-05,4.422062765736027e-05,6.282378825804287e-05,7.563252178638173e-05
P0A749,UDP-N-acetylglucosamine 1-carboxyvinyltransferase OS=Escherichia coli (strain K12) GN=murA PE=1 SV=1,murA,44771.46454,1.0788121518081571e-05,2.1017851653239666e-05,2.110719427450742e-05,5.874277348354976e-06,6.790039216349477e-06,9.917030960720948e-06,1.0676443241496877e-05,8.86725516082481e-06,8.688569918289298e-06,7.21441666737132e-06,5.829606037721098e-06,5.1595363782129245e-06,3.0599847784206526e-06,2.208996310845274e-06,9.112947369311141e-06,7.929157637513369e-06,7.035731424835806e-06,9.135283024628078e-06,6.1646408674751825e-06,5.874277348354976e-06,6.812374871666416e-06,8.956597782092566e-06
P37759,"dTDP-glucose 4,6-dehydratase 1 OS=Escherichia coli (strain K12) GN=rfbB PE=3 SV=2",rfbB,40515.2662,1.6759114864213827e-05,4.146585121042597e-05,3.134620895073868e-05,9.107678033718561e-06,1.0465191019774172e-05,1.024305253114689e-05,1.1551201408618663e-05,9.00894981655088e-06,9.650683228140805e-06,6.269241790147735e-06,4.46745182683756e-06,3.5295337637445915e-06,4.1465851210425955e-06,3.4554876008688306e-06,1.137842702857522e-05,1.0909467997028737e-05,1.0391144856898413e-05,1.2982760557550035e-05,9.551955010973123e-06,5.356005781346688e-06,1.1131606485656019e-05,1.4833914629444051e-05
P0A7G6,Protein recA OS=Escherichia coli (strain K12) GN=recA PE=1 SV=2,recA,37931.55831,2.51505617618798e-05,5.2199279128429774e-05,5.747193358584692e-05,1.890246622984048e-05,2.899959951579432e-05,3.216319219024461e-05,3.189955946737375e-05,2.899959951579432e-05,3.8754010262016045e-05,3.5854050310436616e-05,2.952686496153604e-05,2.5176925034166888e-05,9.675320929360469e-06,1.041349255339887e-05,2.225060181030037e-05,3.611768303330748e-05,2.082698510679774e-05,2.899959951579432e-05,2.899959951579432e-05,2.4280573776405973e-05,2.899959951579432e-05,2.899959951579432e-05
P15042,DNA ligase OS=Escherichia coli (strain K12) GN=ligA PE=1 SV=2,ligA,73542.28557,4.827154843618495e-06,1.0742119229460877e-05,1.0687728752349683e-05,3.576173870061026e-06,5.058314371341071e-06,5.751792954508798e-06,5.099107229174466e-06,3.970504829117185e-06,5.303071518341445e-06,4.256054833950955e-06,3.5353810122276297e-06,3.5217833929498316e-06,2.787511951948709e-06,1.9988500338363908e-06,3.8209310170614e-06,5.806183431619993e-06,4.881545320729689e-06,6.159721532842756e-06,5.955757243675777e-06,4.296847691784351e-06,6.4724667762321235e-06,7.261128694344442e-06
P21507,ATP-dependent RNA helicase srmB OS=Escherichia coli (strain K12) GN=srmB PE=1 SV=1,srmB,49865.45062,4.993437277795927e-06,1.1952163122756515e-05,6.397214825770684e-06,4.772843663114179e-06,5.0937071026512664e-06,5.314300717333015e-06,5.214030892477674e-06,4.632465908316703e-06,8.823744587269911e-06,7.901262198600784e-06,7.319697214439812e-06,7.03894170484486e-06,2.3463139016149538e-06,2.3463139016149538e-06,3.429228010052625e-06,5.835703806580782e-06,4.592357978374567e-06,4.712681768200975e-06,5.575002261956899e-06,3.248742325313012e-06,4.451980223577092e-06,6.3169989658864126e-06
P07604,Transcriptional regulatory protein tyrR OS=Escherichia coli (strain K12) GN=tyrR PE=1 SV=2,tyrR,57601.71114,2.204795612604782e-06,3.7325280055907725e-06,2.3784015663531902e-06,1.2690595219008628e-06,1.9791078727318517e-06,2.2395168033544638e-06,2.552007520101598e-06,2.204795612604782e-06,3.6978068148410914e-06,2.7256134738500063e-06,2.5172863293519167e-06,2.3436803756035086e-06,1.0277472461905754e-06,9.652491028411487e-07,2.013829063481533e-06,2.204795612604782e-06,2.361040970978349e-06,2.326319780228668e-06,1.6162714293976787e-06,1.593702655410386e-06,1.3385019034002258e-06,2.1874350172299414e-06
P0AE18,Methionine aminopeptidase OS=Escherichia coli (strain K12) GN=map PE=1 SV=1,map,29293.90197,2.4544357413919483e-05,3.447816549104128e-05,3.550226941651775e-05,1.7512177125647697e-05,2.020898412940241e-05,2.1949960802712415e-05,2.19840976002283e-05,1.822904987348123e-05,1.836559706354476e-05,1.5054327704504161e-05,1.2152699915654153e-05,1.0479996837375913e-05,1.976520576169594e-05,2.065276249710888e-05,4.642604462160014e-05,3.099621214442127e-05,4.779151652223544e-05,3.3795429540723625e-05,2.0174847331886527e-05,1.7068398757941228e-05,2.143790883997418e-05,2.7070480430094782e-05
P0A7W1,30S ribosomal protein S5 OS=Escherichia coli (strain K12) GN=rpsE PE=1 SV=2,rpsE,17574.31673,0.00029986941062715226,0.000825067638347952,0.0005917726509530139,0.0001365629194506955,0.00020541339134042113,0.00026003855912069937,0.0002606075712850773,0.00018435994125843894,0.00023329498739493816,0.0001485121749026314,0.00012006156668373646,0.0001081123112318006,0.0001120953963824459,0.00011664749369746908,0.00018151488043654943,0.0003032834836134196,0.00025548646180567614,0.00025548646180567614,0.0001911880872309737,0.00013144180997129443,0.00020655141566917694,0.00030555953227093117
P02358,30S ribosomal protein S6 OS=Escherichia coli (strain K12) GN=rpsF PE=1 SV=1,rpsF,15675.59882,0.00028962210963242815,0.0007017275784045615,0.0004867437657478913,0.00014481105481621407,0.0001722422237902106,0.00019839752443983512,0.00020158719525076494,0.0001665008163305369,0.00021881141762978602,0.000146086923140586,0.00011737988584221755,9.569012432789474e-05,0.00013077650324812282,0.0001403455156809123,0.0002960014512542878,0.00027239788725340704,0.0002692082164424772,0.00024369084995503864,0.00017479396043895443,0.00012184542497751932,0.000164587013843979,0.00023220803503569125
