gene,rxnID,kcat_value1
YOL059W,r_0492,71466.48
YPL110C,r_0497,7914.6
YDR408C,r_0499,12771.36
YAL044C,r_0501,102440.88
YDR019C,r_0501,102440.88
YFL018C,r_0501,51220.44
YMR189W,r_0501,102440.88
YLR058C,r_0502_fwd,5987.52
YLR058C,r_0502_rvs,1520.64
YBR263W,r_0503_fwd,227316.24
YBR263W,r_0503_rvs,258290.64
YAL044C,r_0504,236849.76
YDR019C,r_0504,236849.76
YFL018C,r_0504,118424.88
YMR189W,r_0504,236849.76
YAL044C,r_0505_1,176340.96
YDR019C,r_0505_1,176340.96
YFL018C,r_0505_1,88170.48
YMR189W,r_0505_1,176340.96
YFL018C,r_0505_2,88170.48
YDR148C,r_0505_2,176340.96
YIL125W,r_0505_2,176340.96
YAL044C,r_0506,5357.88
YDR019C,r_0506,5357.88
YFL018C,r_0506,2678.94
YMR189W,r_0506,5357.88
YAL044C,r_0507,102440.88
YDR019C,r_0507,102440.88
YFL018C,r_0507,51220.44
YMR189W,r_0507,102440.88
YAL044C,r_0508,80900.64
YDR019C,r_0508,80900.64
YFL018C,r_0508,40450.32
YMR189W,r_0508,80900.64
YAL044C,r_0509,112133.52
YDR019C,r_0509,112133.52
YFL018C,r_0509,56066.76
YMR189W,r_0509,112133.52
YFR015C,r_0510_1,6227.64
YJL137C,r_0510_1,24910.56
YFR015C,r_0510_2,8109.99
YKR058W,r_0510_2,32439.96
YJL137C,r_0510_3,32916.96
YLR258W,r_0510_3,8229.24
YKR058W,r_0510_4,32916.96
YLR258W,r_0510_4,8229.24
YPR160W,r_0511,26001
YBR121C,r_0512_1,7835.4
YPR081C,r_0512_2,37316.88
YMR217W,r_0514,28499.4
YMR281W,r_0518_rvs,3679.56
YCL052C,r_0519_fwd,626.76
YJR013W,r_0519_fwd,626.76
YCL052C,r_0519_rvs,564.48
YJR013W,r_0519_rvs,564.48
YBR004C,r_0521_fwd,104263.2
YBR004C,r_0521_rvs,104070.24
YGL142C,r_0522_fwd,91761.48
YGR267C,r_0524,119.88
YBL033C,r_0525,73706.76
YDL238C,r_0526,141417.36
YDR399W,r_0527,133178.04
YDR454C,r_0528,1418400
YDR454C,r_0529_fwd,1418400
YDR454C,r_0529_rvs,359516.16
YER141W,r_0530_1,240265.08
YPL252C,r_0530_2,503403.48
YDR376W,r_0530_2,503403.48
YPL172C,r_0531,5785.92
YDR204W,r_0532,86612.4
YGL119W,r_0532,86612.4
YGR255C,r_0532,86612.4
YLR201C,r_0532,86612.4
YML110C,r_0532,43306.2
YOL096C,r_0532,86612.4
YOR125C,r_0532,86612.4
YLR446W,r_0533_1,13004.64
YFR053C,r_0533_2,50475.96
YGL253W,r_0533_3,143831.88
YLR446W,r_0534_1,6012
YCL040W,r_0534_2,6012
YFR053C,r_0534_3,6012
YGL253W,r_0534_4,6012
YDR516C,r_0534_5,6012
YLR446W,r_0535_1,13004.64
YFR053C,r_0535_2,45830.52
YGL253W,r_0535_3,112345.56
YCL030C,r_0536,132852.6
YFR025C,r_0537,2744.28
YIL116W,r_0538,34554.96
YPR033C,r_0539,144000
YPR033C,r_0540,144000
YBR034C,r_0541,9281.16
YJL200C,r_0542_1_fwd,3408487.56
YJL200C,r_0542_1_rvs,123708.96
YDR234W,r_0542_2_fwd,107290.08
YDR234W,r_0542_2_rvs,12199.68
YDL131W,r_0543_1,2221.2
YDL182W,r_0543_2,2221.2
YLL062C,r_0544_1,22800.6
YPL273W,r_0544_2,29725.2
YIL094C,r_0545,61200
YJR139C,r_0546,461621.16
YJR139C,r_0547,455339.16
YHR025W,r_0548,9586.08
YNL277W,r_0549,18975.6
YDR453C,r_0550_1,2177467.2
YGR209C,r_0550_1,10887336
YDR453C,r_0550_2,2177467.2
YLR043C,r_0550_2,10887336
YBL064C,r_0551,2169906.48
YCR083W,r_0551,1084953.24
YGR209C,r_0552_1,29119.68
YLR109W,r_0552_1,29119.68
YLR043C,r_0552_2,29119.68
YLR109W,r_0552_2,29119.68
YDR272W,r_0553,1228360.32
YOR040W,r_0554,2465577.72
YNR041C,r_0555,799.56
YPL214C,r_0556,59343.84
YDL205C,r_0557,10177.2
YLR450W,r_0558_1,27732.24
YML075C,r_0558_2,147200.04
YML126C,r_0559,49431.96
YML126C,r_0560,49431.96
YOL055C,r_0561_1,314324.28
YPL258C,r_0561_2,56292.48
YPR121W,r_0561_3,27867.6
YDR399W,r_0562,173073.24
YBR248C,r_0563,18720
YOR202W,r_0564,45071.64
YHR216W,r_0565_1,1108.08
YLR432W,r_0565_2,3110.76
YML056C,r_0565_3,1656.36
YKL211C,r_0566,42525
YGR087C,r_0567_1,1035
YLR044C,r_0567_2,6704.28
YLR134W,r_0567_3,2634.84
YBR011C,r_0568,936000
YMR267W,r_0569,936000
YLR028C,r_0570_1_fwd,6514.56
YLR028C,r_0570_1_rvs,11671.92
YMR120C,r_0570_2_fwd,22388.76
YMR120C,r_0570_2_rvs,41712.48
YDR315C,r_0571,268176.24
YDR173C,r_0572,22408.56
YDR173C,r_0573,22145.4
YDR173C,r_0574,22252.68
YDR173C,r_0575,22252.68
YER019W,r_0596,13705.2
YER019W,r_0597,14198.4
YER019W,r_0598,13886.64
YER019W,r_0599,13823.64
YER019W,r_0600,14024.52
YER019W,r_0601,13956.84
YER019W,r_0602,13638.24
YER019W,r_0603,13584.6
YER019W,r_0604,13937.04
YER019W,r_0605,13342.68
YER019W,r_0606,14744.88
YER019W,r_0607,13564.8
YER019W,r_0608,13770
YER019W,r_0609,13718.16
YER019W,r_0610,13403.16
YER019W,r_0611,13363.2
YER019W,r_0612,14671.8
YER019W,r_0613,14455.08
YER019W,r_0614,14431.32
YER019W,r_0615,13297.68
YER019W,r_0616,13803.84
YER019W,r_0617,13829.76
YER019W,r_0618,14596.2
YER019W,r_0619,14473.08
YER019W,r_0620,13701.96
YER019W,r_0621,13762.08
YER019W,r_0622,14179.32
YER019W,r_0623,14223.24
YER019W,r_0624,13929.48
YER019W,r_0625,13981.32
YER019W,r_0626,13705.2
YER019W,r_0627,14198.4
YER019W,r_0628,13886.64
YER019W,r_0629,13823.64
YER019W,r_0630,14024.52
YER019W,r_0631,13956.84
YER019W,r_0632,13638.24
YER019W,r_0633,13584.6
YER019W,r_0634,13937.04
YER019W,r_0635,13342.68
YER019W,r_0636,14744.88
YER019W,r_0637,13564.8
YER019W,r_0638,13770
YER019W,r_0639,13718.16
YER019W,r_0640,13403.16
YER019W,r_0641,13363.2
YER019W,r_0642,14671.8
YER019W,r_0643,14455.08
YER019W,r_0644,14431.32
YER019W,r_0645,13297.68
YER019W,r_0646,13803.84
YER019W,r_0647,13829.76
YER019W,r_0648,14596.2
YER019W,r_0649,14473.08
YER019W,r_0650,13701.96
YER019W,r_0651,13762.08
YER019W,r_0652,14179.32
YER019W,r_0653,14223.24
YER019W,r_0654,13929.48
YER019W,r_0655,13981.32
YOR126C,r_0656,106.92
YOR126C,r_0657,70.92
YNL037C,r_0658,64914.48
YOR136W,r_0658,64914.48
YLR174W,r_0659_fwd,25255.8
YLR174W,r_0659_rvs,56196.36
YNL009W,r_0661,50018.04
YER065C,r_0662,243344.88
YJR148W,r_0663_fwd,5357.52
YJR148W,r_0663_rvs,4052.52
YHR208W,r_0664_fwd,3987.36
YHR208W,r_0664_rvs,2606.4
YBL076C,r_0665,41481
YPL040C,r_0666,8283.24
YPL117C,r_0667_fwd,29772
YPL117C,r_0667_rvs,14236.92
YGR244C,r_0668_fwd,82666.8
YOR142W,r_0668_fwd,82666.8
YGR244C,r_0668_rvs,77025.6
YOR142W,r_0668_rvs,77025.6
YLR355C,r_0669,12116.16
YLR231C,r_0670,9284.76
YBL098W,r_0671,24397.2
YHR037W,r_0672_fwd,8431.92
YHR037W,r_0672_rvs,5665.32
YHR037W,r_0673_fwd,8431.92
YHR037W,r_0673_rvs,5665.32
YLR089C,r_0674_fwd,21924
YLR089C,r_0674_rvs,31104
YEL046C,r_0675,172700.64
YMR226C,r_0676_fwd,89927.28
YMR226C,r_0676_rvs,153700.2
YBR115C,r_0678,150120
YGL154C,r_0678,150120
YDR321W,r_0679,22318.2
YLR155C,r_0680_1,58111.56
YLR157C,r_0680_2,58111.56
YLR158C,r_0680_3,58111.56
YLR160C,r_0680_4,58111.56
YLR027C,r_0681,2426489.28
YKL106W,r_0682,136564.56
YLR027C,r_0683,2426489.28
YER023W,r_0687,2650.32
YHR104W,r_0688_1,8216.28
YOL151W,r_0688_2,434012.4
YCL064C,r_0689,13139.28
YMR226C,r_0690,39600
YJR159W,r_0691,432540.72
YCL064C,r_0692,30797.64
YER086W,r_0693,7354.8
YJR078W,r_0694,13268.16
YDR403W,r_0695,50519.88
YOL151W,r_0696,101934
YML004C,r_0697,6552000
YHR072W,r_0698,66519
YJR148W,r_0699_fwd,3327.84
YJR148W,r_0699_rvs,4052.52
YHR208W,r_0700_fwd,3987.36
YHR208W,r_0700_rvs,2606.4
YPL160W,r_0701,135000
YLR382C,r_0702,135000
YNL045W,r_0703_fwd,31266.72
YNL045W,r_0703_rvs,18361.8
YNL045W,r_0704_fwd,31266.72
YNL045W,r_0704_rvs,18361.8
YNL045W,r_0705_fwd,31266.72
YNL045W,r_0705_rvs,18950.76
YNL045W,r_0706_fwd,31266.72
YNL045W,r_0706_rvs,18950.76
YNL045W,r_0707_fwd,31266.72
YNL045W,r_0707_rvs,19927.44
YNL045W,r_0708_fwd,31266.72
YNL045W,r_0708_rvs,19927.44
YDR037W,r_0711,49530.96
YNL073W,r_0712,6879.6
YKL085W,r_0713_fwd,55583.28
YKL085W,r_0713_rvs,703840.32
YOL126C,r_0714_fwd,546699.96
YOL126C,r_0714_rvs,10429829.64
YDL078C,r_0715_fwd,152888.04
YDL078C,r_0715_rvs,2392430.76
YIR031C,r_0716_1,126283.32
YNL117W,r_0716_2,19550.88
YNL117W,r_0717,19550.88
YKL029C,r_0718,15854.04
YKL029C,r_0719,15854.04
YKL192C,r_0721_fwd,201353.76
YOR221C,r_0721_fwd,201353.76
YDL055C,r_0722,121858.2
YER003C,r_0723_fwd,72000
YER003C,r_0723_rvs,43775.64
YBR084W,r_0724_fwd,140658.12
YBR084W,r_0724_rvs,202143.6
YGR204W,r_0725_fwd,33023.16
YGR204W,r_0725_rvs,38142.36
YDR502C,r_0726_1,95808.96
YLR180W,r_0726_2,39674.88
YER091C,r_0727,1188
YBL013W,r_0728,2162.88
YGR264C,r_0729,11773.08
YGR171C,r_0730,14665.68
YKR080W,r_0731,42054.84
YGR204W,r_0732_fwd,38395.08
YGR204W,r_0732_rvs,43562.16
YBR084W,r_0733_fwd,224962.92
YBR084W,r_0733_rvs,395947.8
YPR006C,r_0734,181063.8
YMR208W,r_0735,36326.16
YMR208W,r_0736,36326.16
YMR208W,r_0737,36326.16
YMR208W,r_0738,36326.16
YNR043W,r_0739,892.44
YBR036C,r_0747_1,56976.12
YBR161W,r_0747_1,56976.12
YBR036C,r_0747_2,56976.12
YPL057C,r_0747_2,56976.12
YBR036C,r_0748_1,56792.88
YBR161W,r_0748_1,56792.88
YBR036C,r_0748_2,56792.88
YPL057C,r_0748_2,56792.88
YBR036C,r_0749_1,63878.4
YBR161W,r_0749_1,63878.4
YBR036C,r_0749_2,63878.4
YPL057C,r_0749_2,63878.4
YBR036C,r_0750_1,58990.68
YBR161W,r_0750_1,58990.68
YBR036C,r_0750_2,58990.68
YPL057C,r_0750_2,58990.68
YBR036C,r_0751_1,62154.36
YBR161W,r_0751_1,62154.36
YBR036C,r_0751_2,62154.36
YPL057C,r_0751_2,62154.36
YBR036C,r_0752_1,61751.16
YBR161W,r_0752_1,61751.16
YBR036C,r_0752_2,61751.16
YPL057C,r_0752_2,61751.16
YBR036C,r_0753_1,64868.04
YBR161W,r_0753_1,64868.04
YBR036C,r_0753_2,64868.04
YPL057C,r_0753_2,64868.04
YBR036C,r_0754_1,64359
YBR161W,r_0754_1,64359
YBR036C,r_0754_2,64359
YPL057C,r_0754_2,64359
YBR036C,r_0755_1,63567.36
YBR161W,r_0755_1,63567.36
YBR036C,r_0755_2,63567.36
YPL057C,r_0755_2,63567.36
YBR036C,r_0756_1,63117.72
YBR161W,r_0756_1,63117.72
YBR036C,r_0756_2,63117.72
YPL057C,r_0756_2,63117.72
YDR287W,r_0757_1,8290.44
YHR046C,r_0757_2,41880.6
YJL153C,r_0758,46422.36
YER069W,r_0759,42720.84
YFL017C,r_0760,1369.08
YJL071W,r_0761_1_fwd,9002.16
YJL071W,r_0761_1_rvs,23357.52
YMR062C,r_0761_2_fwd,557739
YMR062C,r_0761_2_rvs,1215236.16
YDR428C,r_0762,579600
YDR403W,r_0763,238686.12
YDR402C,r_0763,238686.12
YGL067W,r_0764,0.6012
YEL041W,r_0765_1,1431.72
YJR049C,r_0765_2,244.44
YEL041W,r_0766_1,1431.72
YJR049C,r_0766_2,244.44
YPL188W,r_0766_3,26640
YDL042C,r_0767_1,27128.52
YDR191W,r_0767_2,36831.96
YOL068C,r_0767_3,25825.68
YOR025W,r_0767_4,11098.08
YPL015C,r_0767_5,29712.6
YHR074W,r_0768,23040
YHR074W,r_0769_fwd,23040
YHR074W,r_0769_rvs,5560.2
YDL085W,r_0770_1,111.6
YMR145C,r_0770_2,111.6
YEL041W,r_0771_1,1275.12
YJR049C,r_0771_2,216.36
YEL041W,r_0772_1,1275.12
YJR049C,r_0772_2,216.36
YPL188W,r_0772_3,57960
YML120C,r_0773,111.6
YOR209C,r_0774,57063.24
YOR209C,r_0775,57063.24
YGL037C,r_0781,13680
YLR285W,r_0782,32973.84
YCL047C,r_0783_1,37152
YLR328W,r_0783_2,124021.08
YGR010W,r_0784_1,379229.4
YLR328W,r_0784_2,124021.08
YGR010W,r_0785_1,379229.4
YLR328W,r_0785_2,125346.96
YFR047C,r_0786,657.36
YFR047C,r_0787,657.36
YER005W,r_0788,11957.76
YER005W,r_0789,2923.2
YER005W,r_0790,4572.72
YEL042W,r_0791,7941.6
YER005W,r_0792,11461.68
YER005W,r_0793,11147.4
YKL067W,r_0795,50943.96
YKL067W,r_0796,38665.08
YKL067W,r_0797,44619.12
YKL067W,r_0798,38665.08
YKL067W,r_0799,47880
YKL067W,r_0800,38665.08
YKL067W,r_0801,38665.08
YKL067W,r_0802_fwd,38665.08
YKL067W,r_0802_rvs,38563.56
YKL067W,r_0803_fwd,38665.08
YKL067W,r_0803_rvs,38563.56
YAL035W,r_0804_1,4352.76
YLL001W,r_0804_2,11160.72
YER005W,r_0804_3,4294.8
YER005W,r_0805,7508.52
YER005W,r_0806,15900.12
YER005W,r_0807,12020.4
YEL042W,r_0810,13788000
YKL067W,r_0811,38665.08
YLR303W,r_0812,6828.48
YLR303W,r_0813,5801.04
YLL058W,r_0815_1_fwd,21393
YLL058W,r_0815_1_rvs,12450.24
YML082W,r_0815_2_fwd,41779.44
YML082W,r_0815_2_rvs,23081.4
YAL012W,r_0815_3_fwd,540
YAL012W,r_0815_3_rvs,6516
YJL088W,r_0816,159286.32
YKL184W,r_0817,15973.56
YMR062C,r_0818,816744.6
YLR438W,r_0819,87085.8
YML106W,r_0820_1_fwd,118397.16
YML106W,r_0820_1_rvs,140295.6
YMR271C,r_0820_2_fwd,106982.64
YMR271C,r_0820_2_rvs,126008.64
YEL021W,r_0821,5176.08
YFL018C,r_0831,55523.88
YDR148C,r_0831,111047.76
YIL125W,r_0831,111047.76
YFL018C,r_0832,236153.88
YDR148C,r_0832,472307.76
YIL125W,r_0832,472307.76
YGR277C,r_0841,9189.72
YDR531W,r_0842,69.12
YIL145C,r_0843,79920
YJR019C,r_0844,4224.6
YJR019C,r_0845,4289.4
YJR019C,r_0847,4403.16
YJR019C,r_0848,4348.8
YJR019C,r_0849,4453.2
YJR019C,r_0850,4153.68
YGL202W,r_0851_fwd,16367.04
YGL202W,r_0851_rvs,26625.6
YFL022C,r_0852,2170800
YLR060W,r_0852,2170800
YPR047W,r_0853,51223.68
YDR380W,r_0854,144074.52
YGL234W,r_0855,18656.64
YEL058W,r_0882_fwd,21378.96
YEL058W,r_0882_rvs,24278.4
YGR209C,r_0883_1,3657.24
YPR167C,r_0883_1,3657.24
YLR043C,r_0883_2,956.16
YPR167C,r_0883_2,956.16
YKR097W,r_0884,136800
YGR007W,r_0885,39881.16
YMR205C,r_0886_1,45559.08
YMR205C,r_0886_2,76720.68
YGR240C,r_0886_2,76720.68
YMR205C,r_0887_1,43346.52
YMR205C,r_0887_2,67838.4
YGR240C,r_0887_2,67838.4
YMR105C,r_0888_1_fwd,48238.2
YMR105C,r_0888_1_rvs,46691.64
YKL127W,r_0888_2_fwd,46102.32
YKL127W,r_0888_2_rvs,52238.52
YGR256W,r_0889_1,100868.04
YHR183W,r_0889_2,86735.88
YEL058W,r_0890_fwd,27203.76
YEL058W,r_0890_rvs,24692.4
YER081W,r_0891_1,22522.32
YIL074C,r_0891_2,23982.84
YCR012W,r_0892_fwd,3467160
YCR012W,r_0892_rvs,1274400
YOR283W,r_0893_1_fwd,3493.44
YOR283W,r_0893_1_rvs,3966.48
YKL152C,r_0893_2_fwd,48835.08
YKL152C,r_0893_2_rvs,58952.88
YFL045C,r_0902_fwd,1848.96
YFL045C,r_0902_rvs,10003.68
YOL055C,r_0903_1,213262.56
YPL258C,r_0903_2,39375.36
YPR121W,r_0903_3,22219.92
YMR220W,r_0904,20770.56
YIL083C,r_0905,260.28
YKL088W,r_0906_1,11762.64
YKR072C,r_0906_1,11762.64
YOR054C,r_0906_1,11762.64
YKL088W,r_0906_2,11762.64
YKR072C,r_0906_2,11762.64
YKL088W,r_0906_3,10657.8
YOR054C,r_0906_3,10657.8
YKL088W,r_0906_4,3792.6
YKL127W,r_0907_1_fwd,55958.76
YKL127W,r_0907_1_rvs,56949.12
YMR105C,r_0907_2_fwd,53469.36
YMR105C,r_0907_2_rvs,61426.44
YMR278W,r_0907_3_fwd,44350.56
YMR278W,r_0907_3_rvs,46585.44
YAR015W,r_0908,111268.8
YCL030C,r_0909,38983.68
YCL030C,r_0910,43323.48
YOR128C,r_0911,4323.6
YLR028C,r_0912_1_fwd,10207.44
YLR028C,r_0912_1_rvs,15141.96
YMR120C,r_0912_2_fwd,38482.92
YMR120C,r_0912_2_rvs,34566.84
YDR007W,r_0913,248400
YGL234W,r_0914,17880.12
YMR300C,r_0915,16523.28
YER099C,r_0916_1,148656.96
YKL181W,r_0916_1,148656.96
YKL181W,r_0916_2,148656.96
YHL011C,r_0916_2,148656.96
YKL181W,r_0916_3,148656.96
YBL068W,r_0916_3,148656.96
YER099C,r_0916_4,13550.4
YOL061W,r_0916_4,13550.4
YBL068W,r_0916_5,13550.4
YOL061W,r_0916_5,13550.4
YGR208W,r_0917,290683.44
YOR184W,r_0918,101660.4
YBR183W,r_0919,26168.04
YDR402C,r_0920,74856.6
YDR294C,r_0921,246846.24
YDR297W,r_0922,54152.28
YMR020W,r_0929,70976.52
YGL040C,r_0935,5357.52
YMR020W,r_0936,70976.52
YMR020W,r_0937,140400
YNL316C,r_0938,6253.92
YBR166C,r_0939,11034.72
YLR142W,r_0940,12573.36
YHR020W,r_0941,20160
YER014W,r_0942,49980.24
YLR017W,r_0943,126245.52
YDR400W,r_0943,126245.52
YLR209C,r_0943,126245.52
YLR209C,r_0949_fwd,4409.28
YLR209C,r_0949_rvs,15853.68
YLR209C,r_0950_fwd,4409.28
YLR209C,r_0950_rvs,15853.68
YLR209C,r_0951_fwd,12500.64
YLR209C,r_0951_rvs,20046.96
YBR035C,r_0953,19280.52
YBR035C,r_0954,370.8
YBR035C,r_0955,2520
YBR035C,r_0956,5331.24
YER023W,r_0957,3104.64
YBR218C,r_0958_1,216000
YGL062W,r_0958_2,216000
YGR087C,r_0959_1,745200
YLR044C,r_0959_2,745200
YLR134W,r_0959_3,745200
YGR087C,r_0960_1,745200
YLR044C,r_0960_2,745200
YLR134W,r_0960_3,745200
YFL018C,r_0961,145963.44
YBR221C,r_0961,291926.88
YER178W,r_0961,291926.88
YGR193C,r_0961,291926.88
YNL071W,r_0961,291926.88
YAL038W,r_0962_1,835200
YOR347C,r_0962_2,835200
YDR204W,r_0963,146961.72
YGL119W,r_0963,146961.72
YGR255C,r_0963,146961.72
YLR201C,r_0963,146961.72
YML110C,r_0963,73480.86
YOL096C,r_0963,146961.72
YOR125C,r_0963,146961.72
YDR236C,r_0965,12079.08
YDR236C,r_0966,12079.08
YOL143C,r_0967,3061.44
YBR256C,r_0968,326978.64
YCR036W,r_0969,23144.76
YGR209C,r_0970,3100.68
YGR209C,r_0971,1918.44
YGR209C,r_0972,1498.68
YGR209C,r_0973,1582.56
YER070W,r_0974_1,39431.88
YGR180C,r_0974_2,64139.04
YIL066C,r_0974_3,60693.48
YJL026W,r_0974_4,7397.64
YER070W,r_0975_1,39431.88
YGR180C,r_0975_2,64139.04
YIL066C,r_0975_3,60693.48
YJL026W,r_0975_4,7397.64
YER070W,r_0976_1,50065.92
YGR180C,r_0976_2,83620.44
YIL066C,r_0976_3,78407.64
YJL026W,r_0976_4,6384.96
YER070W,r_0977_1,50065.92
YGR180C,r_0977_2,83620.44
YIL066C,r_0977_3,78407.64
YJL026W,r_0977_4,6384.96
YER070W,r_0978_1,37140.84
YGR180C,r_0978_2,52716.6
YIL066C,r_0978_3,60222.6
YJL026W,r_0978_4,3019.32
YER070W,r_0979_1,37140.84
YGR180C,r_0979_2,52716.6
YIL066C,r_0979_3,60222.6
YJL026W,r_0979_4,3019.32
YOR095C,r_0982_fwd,187851.96
YOR095C,r_0982_rvs,192007.8
YNL129W,r_0983,110106
YJL121C,r_0984_fwd,4680000
YJL121C,r_0984_rvs,4680000
YDR204W,r_0985,70151.4
YGL119W,r_0985,70151.4
YGR255C,r_0985,70151.4
YLR201C,r_0985,70151.4
YML110C,r_0985,35075.7
YOL096C,r_0985,70151.4
YOR125C,r_0985,70151.4
YML008C,r_0986,39.6
YJL068C,r_0987,13478.04
YIR034C,r_0988,28075.32
YNR050C,r_0989,31215.96
YKL060C,r_0990_fwd,7074
YKL060C,r_0990_rvs,8506.08
YDL040C,r_0992_1,22277.16
YGR147C,r_0992_1,22277.16
YHR013C,r_0992_1,22277.16
YDL040C,r_0992_2,22277.16
YGR147C,r_0992_2,22277.16
YBR058C-A,r_0993_1,8754.48
YDR062W,r_0993_1,8754.48
YMR296C,r_0993_1,8754.48
YDR062W,r_0993_2,8754.48
YMR296C,r_0993_2,8754.48
YDR023W,r_0995_1,14040
YHR011W,r_0995_2,14040
YDR127W,r_0996,73463.4
YDR127W,r_0997,46525.32
YBR213W,r_0998,5357.52
YBR213W,r_0999,1866.96
YEL047C,r_1000_fwd,25158.96
YEL047C,r_1000_rvs,5939.64
YPR069C,r_1001,6398.64
YLR146C,r_1002,286146
YDR294C,r_1003,222120.36
YJL134W,r_1004_1,55323
YKR053C,r_1004_2,27358.92
YJL134W,r_1005_1,51903.72
YKR053C,r_1005_2,27543.6
YLR260W,r_1006_1,11503.08
YOR171C,r_1006_2,100944
YLR260W,r_1007_1,11503.08
YOR171C,r_1007_2,100944
YGR175C,r_1010,37091.52
YGR175C,r_1011,41963.04
YHR190W,r_1012,11880
YDR178W,r_1021_1_fwd,10462.32
YJL045W,r_1021_1_fwd,10462.32
YKL141W,r_1021_1_fwd,10462.32
YLL041C,r_1021_1_fwd,10462.32
YDR178W,r_1021_1_rvs,40560.12
YJL045W,r_1021_1_rvs,40560.12
YKL141W,r_1021_1_rvs,40560.12
YLL041C,r_1021_1_rvs,40560.12
YDR178W,r_1021_2_fwd,19929.6
YKL141W,r_1021_2_fwd,19929.6
YLL041C,r_1021_2_fwd,19929.6
YKL148C,r_1021_2_fwd,19929.6
YDR178W,r_1021_2_rvs,73461.6
YKL141W,r_1021_2_rvs,73461.6
YLL041C,r_1021_2_rvs,73461.6
YKL148C,r_1021_2_rvs,73461.6
YJL045W,r_1021_3_fwd,10462.32
YKL141W,r_1021_3_fwd,10462.32
YLL041C,r_1021_3_fwd,10462.32
YLR164W,r_1021_3_fwd,10462.32
YJL045W,r_1021_3_rvs,40560.12
YKL141W,r_1021_3_rvs,40560.12
YLL041C,r_1021_3_rvs,40560.12
YLR164W,r_1021_3_rvs,40560.12
YGR244C,r_1022,77025.6
YOR142W,r_1022,77025.6
YBR006W,r_1023,253739.88
YIL162W,r_1024,12348000
YJR010W,r_1025,4441.32
YCL050C,r_1026,345600
YFR030W,r_1027,9246.96
YJR137C,r_1027,9246.96
YLL057C,r_1029,61451.28
YAL044C,r_1030,84037.68
YDR019C,r_1030,84037.68
YFL018C,r_1030,42018.84
YMR189W,r_1030,84037.68
YKL132C,r_1031_1_fwd,67987.8
YKL132C,r_1031_1_rvs,93323.52
YOR241W,r_1031_2_fwd,6149.16
YOR241W,r_1031_2_rvs,6485.76
YBR092C,r_1032,2896.92
YBR092C,r_1033,4232.52
YOR143C,r_1034,3576.6
YOR143C,r_1035,3576.6
YPL214C,r_1036,54888.48
YGR209C,r_1037_1,216381.78
YIL010W,r_1037_1,432763.56
YLR043C,r_1037_2,216381.78
YIL010W,r_1037_2,432763.56
YGR209C,r_1038_1,119880
YDR353W,r_1038_1,119880
YLR043C,r_1038_2,119880
YDR353W,r_1038_2,119880
YDR353W,r_1038_3,119880
YCR083W,r_1039_1,119880
YHR106W,r_1039_1,119880
YPL091W,r_1039_2,3240000
YCR083W,r_1039_2,3240000
YEL046C,r_1040,154800
YCR053W,r_1041,49085.28
YIL078W,r_1042,11952
YKL194C,r_1043,11952
YOR074C,r_1045,91547.28
YER175C,r_1046,1825232.4
YBR003W,r_1047,959.04
YGR043C,r_1048_1_fwd,86377.32
YGR043C,r_1048_1_rvs,52086.24
YLR354C,r_1048_2_fwd,137541.24
YLR354C,r_1048_2_rvs,68369.76
YBR117C,r_1049_1_fwd,30402
YBR117C,r_1049_1_rvs,35853.84
YPR074C,r_1049_2_fwd,8773.56
YPR074C,r_1049_2_rvs,8611.92
YBR117C,r_1050_1_fwd,21564.72
YBR117C,r_1050_1_rvs,35853.84
YPR074C,r_1050_2_fwd,7887.96
YPR074C,r_1050_2_rvs,8386.2
YBR126C,r_1051_1,302057.64
YDR074W,r_1051_1,302057.64
YML100W,r_1051_1,302057.64
YBR126C,r_1051_2,302057.64
YDR074W,r_1051_2,302057.64
YMR261C,r_1051_2,302057.64
YDR050C,r_1054_fwd,1800000
YDR050C,r_1054_rvs,6618539.52
YGL026C,r_1055,14454.36
YGL202W,r_1056,8454.24
YOL097C,r_1057,16483.68
YDR268W,r_1058,3628.44
YGL202W,r_1063_fwd,15327.36
YGL202W,r_1063_rvs,12589.92
YLR027C,r_1065,1218021.12
YGR185C,r_1066,16560
YPL097W,r_1067,16560
YLR189C,r_1068,51133.32
YDL103C,r_1069_fwd,7769.16
YDL103C,r_1069_rvs,5041.44
YBR019C,r_1070_fwd,22216.32
YBR019C,r_1070_rvs,22216.32
YBR018C,r_1071_fwd,3553200
YBR018C,r_1071_rvs,3985270.2
YKL024C,r_1072,539.64
YKL024C,r_1073,539.64
YHR128W,r_1074,75324.24
YBR208C,r_1075,2010237.84
YIR032C,r_1076,28596.6
YDR020C,r_1077_1,110411.28
YNR012W,r_1077_2,12112.56
YDR020C,r_1078_1,110411.28
YNR012W,r_1078_2,8868.6
YKL024C,r_1079,539.64
YKL024C,r_1080,539.64
YDR047W,r_1081,15228.72
YKR069W,r_1082,10669.68
YOR278W,r_1083,12735
YHL012W,r_1084_1_fwd,2210.4
YHL012W,r_1084_1_rvs,1824.84
YKL035W,r_1084_2_fwd,8906.04
YKL035W,r_1084_2_rvs,8561.52
YJR148W,r_1087_fwd,2904.12
YJR148W,r_1087_rvs,4052.52
YHR208W,r_1088_fwd,3987.36
YHR208W,r_1088_rvs,2606.4
YGR094W,r_1089,15791.4
YGR094W,r_1090,15791.4
